"Path","TopFolder","Extension","Bytes","KB"
"archive\_wingman_backup_compare_layout_tighten_20260614-124836\wingman-style-stack.css","archive",".css","764037","746.13"
"archive\_wingman_backup_product_story_language_20260615-113106\src\wingman2\styles\wingman-style-stack.css","archive",".css","762997","745.11"
"archive\_wingman_backup_compare_simple_summary_20260615-195115\wingman-style-stack.css","archive",".css","761337","743.49"
"archive\_wingman_backup_compare_minimal_results_20260615-201159\wingman-style-stack.css","archive",".css","761337","743.49"
"archive\_wingman_backup_alpha_numeric_filter_20260615-111554\src\wingman2\styles\wingman-style-stack.css","archive",".css","761285","743.44"
"archive\_wingman_backup_compare_simple_summary_20260615-194901\wingman-style-stack.css","archive",".css","760589","742.76"
"archive\_wingman_backup_compare_text_card_repair_20260615-193859\wingman-style-stack.css","archive",".css","759028","741.24"
"archive\_wingman_backup_compare_full_visible_skus_20260614-121739\wingman-style-stack.css","archive",".css","758919","741.13"
"archive\_wingman_backup_compare_lookup_visible_skus_20260614-121232\wingman-style-stack.css","archive",".css","758919","741.13"
"archive\_wingman_backup_compare_visible_skus_direct_20260614-121400\wingman-style-stack.css","archive",".css","758919","741.13"
"archive\_wingman_backup_compare_visible_brand_skus_20260614-121122\wingman-style-stack.css","archive",".css","757694","739.94"
"archive\_wingman_backup_compare_ascii_cleanup_20260614-104525\wingman-style-stack.css","archive",".css","756679","738.94"
"archive\_wingman_backup_compare_brand_sku_dropdown_20260614-113339\wingman-style-stack.css","archive",".css","756678","738.94"
"archive\_wingman_backup_compare_typeahead_guard_v2_20260614-114108\wingman-style-stack.css","archive",".css","756678","738.94"
"archive\_wingman_backup_compare_typeahead_full_replace_20260614-114456\wingman-style-stack.css","archive",".css","756678","738.94"
"archive\_wingman_backup_compare_typeahead_guard_20260614-113741\wingman-style-stack.css","archive",".css","756678","738.94"
"archive\_wingman_backup_compare_hard_reset_20260614-103527\src\wingman2\styles\wingman-style-stack.css","archive",".css","755634","737.92"
"archive\_wingman_backup_compare_result_layout_20260615-190524\wingman-style-stack.css","archive",".css","752791","735.15"
"archive\_wingman_backup_compare_auto_scroll_20260615-221407\wingman-style-stack.css","archive",".css","749556","731.99"
"archive\_wingman_backup_compare_v5_20260614-102800\src\wingman2\styles\wingman-style-stack.css","archive",".css","748923","731.37"
"archive\_wingman_backup_compare_route_lock_20260614-102158\src\wingman2\styles\wingman-style-stack.css","archive",".css","748923","731.37"
"archive\_wingman_backup_compare_result_styling_20260615-185918\wingman-style-stack.css","archive",".css","747684","730.16"
"archive\_wingman_backup_discovery_density_20260614-205934\wingman-style-stack.css","archive",".css","742534","725.13"
"archive\_wingman_backup_compare_visual_regex_fix_20260615-184847\wingman-style-stack.css","archive",".css","742534","725.13"
"archive\_wingman_backup_discovery_strategy_fix_20260614-204612\wingman-style-stack.css","archive",".css","742534","725.13"
"archive\_wingman_backup_discovery_guidance_commit_20260614-204418\wingman-style-stack.css","archive",".css","742534","725.13"
"archive\_wingman_backup_compare_visual_repair_20260615-184740\wingman-style-stack.css","archive",".css","742534","725.13"
"archive\_wingman_backup_discovery_guidance_fix_20260614-202337\wingman-style-stack.css","archive",".css","742339","724.94"
"archive\_wingman_backup_sales_helper_direction_flow_20260614-095248\wingman-style-stack.css","archive",".css","740349","723"
"archive\_wingman_backup_sales_helper_mic_capture_20260614-094542\wingman-style-stack.css","archive",".css","736632","719.37"
"archive\_wingman_backup_discovery_capture_20260614-201732\wingman-style-stack.css","archive",".css","732359","715.19"
"archive\_wingman_backup_sales_helper_wizard_20260614-094034\wingman-style-stack.css","archive",".css","731831","714.68"
"archive\_wingman_backup_compare_workflow_cleanup_20260613-214444\src\wingman2\styles\wingman-style-stack.css","archive",".css","726551","709.52"
"archive\_wingman_backup_sales_helper_layout_20260614-093841\wingman-style-stack.css","archive",".css","725995","708.98"
"archive\_wingman_backup_clean_guru_compare_20260614-063638\wingman-style-stack.css","archive",".css","725325","708.33"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-style-stack.css",".wingman-work",".css","725294","708.29"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-style-stack.css",".wingman-work",".css","725294","708.29"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-style-stack.css",".wingman-work",".css","725294","708.29"
"archive\_wingman_backup_compare_start_cleanup_20260613-214227\src\wingman2\styles\wingman-style-stack.css","archive",".css","724472","707.49"
"archive\_wingman_backup_before_compare_restore_20260614-052137\src_wingman2_styles_wingman-style-stack.css","archive",".css","724282","707.31"
"archive\_wingman_backup_remove_compare_matrix_stage_20260613-214049\src\wingman2\styles\wingman-style-stack.css","archive",".css","723755","706.79"
"archive\_wingman_backup_fix_compare_reset_blank_page_20260613-212847\src\wingman2\styles\wingman-style-stack.css","archive",".css","723560","706.6"
"archive\_wingman_backup_compare_badge_contrast_20260614-074744\wingman-style-stack.css","archive",".css","723169","706.22"
"archive\_wingman_backup_compare_direct_results_20260613-213828\src\wingman2\styles\wingman-style-stack.css","archive",".css","723061","706.11"
"archive\_wingman_backup_guru_movable_20260614-050939\src\wingman2\styles\wingman-style-stack.css","archive",".css","722775","705.83"
"archive\_wingman_backup_fix_compare_reset_suppression_20260613-213320\src\wingman2\styles\wingman-style-stack.css","archive",".css","722386","705.46"
"archive\_wingman_backup_restore_guru_compare_20260614-062659\wingman-style-stack.css","archive",".css","722160","705.23"
"archive\_wingman_backup_fix_compare_reset_20260613-212257\src\wingman2\styles\wingman-style-stack.css","archive",".css","722104","705.18"
"archive\_wingman_backup_remove_duplicate_guru_20260614-064058\wingman-style-stack.css","archive",".css","721913","704.99"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-style-stack.css.20260806-121952.bak",".wingman-work",".bak","721904","704.98"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-style-stack.css.20260806-121952.bak",".wingman-work",".bak","721904","704.98"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-style-stack.css.20260805-162647.bak",".wingman-work",".bak","721904","704.98"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-style-stack.css.20260805-162647.bak",".wingman-work",".bak","721904","704.98"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-style-stack.css.20260805-162647.bak",".wingman-work",".bak","721904","704.98"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-style-stack.css.20260806-121952.bak",".wingman-work",".bak","721904","704.98"
"src\wingman2\styles\wingman-style-stack.css.20260806-121952.bak","src",".bak","721904","704.98"
"src\wingman2\styles\wingman-style-stack.css.20260805-162647.bak","src",".bak","721904","704.98"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\styles\wingman-style-stack.css","archive",".css","721891","704.97"
"archive\_wingman_backup_restore_sweeping_guru_20260614-064242\src\wingman2\styles\wingman-style-stack.css","archive",".css","721886","704.97"
"archive\_wingman_backup_guru_icon_fix_20260614-051319\wingman-style-stack.css","archive",".css","721740","704.82"
"archive\_wingman_backup_restore_global_guru_20260614-064442\src\wingman2\styles\wingman-style-stack.css","archive",".css","721630","704.72"
"archive\_wingman_backup_compare_guru_mic_repair_20260614-062500\wingman-style-stack.css","archive",".css","721490","704.58"
"archive\_wingman_backup_mic_scope_20260614-061410\wingman-style-stack.css","archive",".css","719714","702.85"
"archive\_wingman_backup_clean_wireless_compare_result_20260613-211951\src\wingman2\styles\wingman-style-stack.css","archive",".css","718023","701.19"
"archive\_wingman_backup_before_reversing_compare_ui_polish_20260613-204652\src\wingman2\styles\wingman-style-stack.css","archive",".css","717868","701.04"
"archive\_wingman_backup_guru_20260614-050537\src\wingman2\styles\wingman-style-stack.css","archive",".css","716432","699.64"
"archive\_wingman_backup_compare_layout_reset_20260613-211633\src\wingman2\styles\wingman-style-stack.css","archive",".css","715754","698.98"
"archive\_wingman_backup_compare_direct_workflow_refine_20260613-215256\src\wingman2\styles\wingman-style-stack.css","archive",".css","715026","698.27"
"archive\_wingman_backup_wireless_compare_intelligence_20260613-211150\src\wingman2\styles\wingman-style-stack.css","archive",".css","712575","695.87"
"archive\_src_inline_backups\src\wingman2\styles\wingman-style-stack.css.bak-product-discussion-fill-inner-space-20260612-122549","archive",".bak-product-discussion-fill-inner-space-20260612-122549","711567","694.89"
"archive\_wingman_backup_replace_compare_page_20260613-214821\src\wingman2\styles\wingman-style-stack.css","archive",".css","710841","694.18"
"archive\_wingman_backup_simplify_compare_results_20260613-210000\src\wingman2\styles\wingman-style-stack.css","archive",".css","710694","694.04"
"archive\_wingman_backup_compare_ui_polish_20260613-204505\src\wingman2\styles\wingman-style-stack.css","archive",".css","710694","694.04"
"archive\_wingman_backup_remove_compare_matrix_clean_20260613-214621\src\wingman2\styles\wingman-style-stack.css","archive",".css","710635","693.98"
"archive\_wingman_backup_hide_legacy_compare_matrix_20260613-203206\src\wingman2\styles\wingman-style-stack.css","archive",".css","709357","692.73"
"archive\_src_inline_backups\src\wingman2\styles\wingman-style-stack.css.bak-product-discussion-object-scale-20260612-121925","archive",".bak-product-discussion-object-scale-20260612-121925","707641","691.06"
"archive\_src_inline_backups\src\wingman2\styles\wingman-style-stack.css.bak-product-discussion-object-scale-20260612-121937","archive",".bak-product-discussion-object-scale-20260612-121937","707641","691.06"
"archive\_src_inline_backups\src\wingman2\styles\wingman-style-stack.css.bak-product-discussion-object-scale-20260612-122200","archive",".bak-product-discussion-object-scale-20260612-122200","707641","691.06"
"archive\_src_inline_backups\src\wingman2\styles\wingman-style-stack.css.bak-product-call-card-fill-viewport-20260612-121742","archive",".bak-product-call-card-fill-viewport-20260612-121742","705953","689.41"
"archive\_src_inline_backups\src\wingman2\styles\wingman-style-stack.css.bak-product-call-card-layout-20260612-121431","archive",".bak-product-call-card-layout-20260612-121431","701191","684.76"
"data\catalog\competitor-products.generated.json.20260722-090142.bak","data",".bak","685879","669.8"
"src\wingman2\styles\wingman-style-stack.css.20260722-084842.bak","src",".bak","673904","658.11"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-style-stack.css.20260722-084842.bak",".wingman-work",".bak","673904","658.11"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-style-stack.css.20260722-084842.bak",".wingman-work",".bak","673904","658.11"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-style-stack.css.20260722-084842.bak",".wingman-work",".bak","673904","658.11"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-style-stack.css.20260719-132507.bak",".wingman-work",".bak","665667","650.07"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-style-stack.css.20260719-132507.bak",".wingman-work",".bak","665667","650.07"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-style-stack.css.20260719-132507.bak",".wingman-work",".bak","665667","650.07"
"src\wingman2\styles\wingman-style-stack.css.20260719-132507.bak","src",".bak","665667","650.07"
"archive\repo-cleanup-20260709-050830\src-snapshots\src\wingman2\pages\pages.zip","archive",".zip","663261","647.72"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-style-stack.css.20260719-122221.bak",".wingman-work",".bak","658300","642.87"
"src\wingman2\styles\wingman-style-stack.css.20260719-122221.bak","src",".bak","658300","642.87"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-style-stack.css.20260719-122221.bak",".wingman-work",".bak","658300","642.87"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-style-stack.css.20260719-122221.bak",".wingman-work",".bak","658300","642.87"
"archive\backups\dpr-aware-viewport-scaling-2026-06-08_12-41-13\src\wingman2\styles\wingman-style-stack.css","archive",".css","648700","633.5"
"archive\backups\wingman-single-screen-fit-2026-06-08_12-29-10\src\wingman2\styles\wingman-style-stack.css","archive",".css","646306","631.16"
"archive\backups\wingman-single-screen-fit-2026-06-08_12-28-23\src\wingman2\styles\wingman-style-stack.css","archive",".css","646306","631.16"
"archive\backups\real-canvas-viewport-scaling-2026-06-08_12-36-23\src\wingman2\styles\wingman-style-stack.css","archive",".css","646306","631.16"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-style-stack.css.20260719-104349.bak",".wingman-work",".bak","646099","630.96"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-style-stack.css.20260719-104349.bak",".wingman-work",".bak","646099","630.96"
"src\wingman2\styles\wingman-style-stack.css.20260719-104349.bak","src",".bak","646099","630.96"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-style-stack.css.20260719-104349.bak",".wingman-work",".bak","646099","630.96"
"archive\backups\wingman-single-screen-fit-2026-06-08_12-12-34\src\wingman2\styles\wingman-style-stack.css","archive",".css","635990","621.08"
"archive\backups\product-call-cards-phase1d-language-level-2026-06-07-20-45-47\src\wingman2\styles\wingman-style-stack.css","archive",".css","632771","617.94"
"archive\backups\product-call-cards-phase1c-product-dashboard-2026-06-07-20-22-17\src\wingman2\styles\wingman-style-stack.css","archive",".css","629632","614.88"
